index,locationId,locationName,publicLocationName,latitude,longitude,currentTime,isDaytime,relativeHumidity,uvIndex,thunderstormProbability,cloudCover,timeZone_id,weatherCondition_iconBaseUri,weatherCondition_description_text,weatherCondition_description_languageCode,weatherCondition_type,temperature_degrees,temperature_unit,feelsLikeTemperature_degrees,feelsLikeTemperature_unit,dewPoint_degrees,dewPoint_unit,heatIndex_degrees,heatIndex_unit,windChill_degrees,windChill_unit,precipitation_probability_percent,precipitation_probability_type,precipitation_snowQpf_quantity,precipitation_snowQpf_unit,precipitation_qpf_quantity,precipitation_qpf_unit,airPressure_meanSeaLevelMillibars,wind_direction_degrees,wind_direction_cardinal,wind_speed_value,wind_speed_unit,wind_gust_value,wind_gust_unit,visibility_distance,visibility_unit,currentConditionsHistory_temperatureChange_degrees,currentConditionsHistory_temperatureChange_unit,currentConditionsHistory_maxTemperature_degrees,currentConditionsHistory_maxTemperature_unit,currentConditionsHistory_minTemperature_degrees,currentConditionsHistory_minTemperature_unit,currentConditionsHistory_snowQpf_quantity,currentConditionsHistory_snowQpf_unit,currentConditionsHistory_qpf_quantity,currentConditionsHistory_qpf_unit,error_code,error_message,error_status,dateTimeLocalFetch,time
1087,90402,"Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ","Sathit Secondary School - Xaythani, Vientiane Capital ມັດທະຍົມ ສາທິດ",18.035248,102.63994,2025-06-16T22:08:26.085229817Z,0.0,82.0,0.0,30.0,84.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/mostly_cloudy_night,Mostly cloudy,en,MOSTLY_CLOUDY,25.8,CELSIUS,28.4,CELSIUS,22.5,CELSIUS,28.4,CELSIUS,25.8,CELSIUS,20.0,RAIN,0.0,MILLIMETERS,0.0,MILLIMETERS,1007.64,25.0,NORTH_NORTHEAST,3.0,KILOMETERS_PER_HOUR,5.0,KILOMETERS_PER_HOUR,16.0,KILOMETERS,0.0,CELSIUS,32.7,CELSIUS,24.9,CELSIUS,0.0,MILLIMETERS,7.9478,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1088,90410,"Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ","Naxaithong Secondary School - Naxaithong, Vientiane Capital ມັດທະຍົມ ນາຊາຍທອງ",18.068595,102.535866,2025-06-16T22:08:27.344386739Z,0.0,80.0,0.0,30.0,86.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/mostly_cloudy_night,Mostly cloudy,en,MOSTLY_CLOUDY,25.9,CELSIUS,28.5,CELSIUS,22.3,CELSIUS,28.5,CELSIUS,25.9,CELSIUS,20.0,RAIN,0.0,MILLIMETERS,0.0,MILLIMETERS,1007.64,25.0,NORTH_NORTHEAST,2.0,KILOMETERS_PER_HOUR,6.0,KILOMETERS_PER_HOUR,16.0,KILOMETERS,0.0,CELSIUS,32.9,CELSIUS,25.0,CELSIUS,0.0,MILLIMETERS,7.44,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1089,90411,d83bda1bc98c Phongsaly - Phongsaly,d83bda1bc98c Phongsaly - Phongsaly,21.695,102.085,2025-06-16T22:08:28.605703841Z,0.0,98.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,20.5,CELSIUS,24.0,CELSIUS,20.1,CELSIUS,24.0,CELSIUS,20.5,CELSIUS,49.0,RAIN,0.0,MILLIMETERS,1.3081,MILLIMETERS,1008.8,135.0,SOUTHEAST,2.0,KILOMETERS_PER_HOUR,6.0,KILOMETERS_PER_HOUR,6.0,KILOMETERS,-1.6,CELSIUS,28.5,CELSIUS,20.5,CELSIUS,0.0,MILLIMETERS,11.943,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1090,90412,May - Phongsaly,May - Phongsaly,21.172583,102.722705,2025-06-16T22:08:29.897948975Z,0.0,88.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,19.9,CELSIUS,22.9,CELSIUS,17.8,CELSIUS,22.9,CELSIUS,19.9,CELSIUS,45.0,RAIN,0.0,MILLIMETERS,1.0185,MILLIMETERS,1009.46,245.0,WEST_SOUTHWEST,3.0,KILOMETERS_PER_HOUR,7.0,KILOMETERS_PER_HOUR,15.0,KILOMETERS,-1.2,CELSIUS,25.9,CELSIUS,19.5,CELSIUS,0.0,MILLIMETERS,14.1555,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1091,90413,"Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ","Natoon Secondary School - Khua, Phongsaly ມັດທະຍົມສົມບູນ ນາຕູ່ນ",21.078865,102.505833,2025-06-16T22:08:31.154839285Z,0.0,90.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/cloudy,Cloudy,en,CLOUDY,19.8,CELSIUS,22.4,CELSIUS,18.0,CELSIUS,22.4,CELSIUS,19.8,CELSIUS,21.0,RAIN,0.0,MILLIMETERS,0.27940000000000004,MILLIMETERS,1008.74,225.0,SOUTHWEST,2.0,KILOMETERS_PER_HOUR,5.0,KILOMETERS_PER_HOUR,16.0,KILOMETERS,-0.5,CELSIUS,26.4,CELSIUS,20.0,CELSIUS,0.0,MILLIMETERS,8.0114,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1092,90414,"Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ","Naxay Secondary School - Samphanh, Phongsaly ມັດທະຍົມສົມບູນ ນາໄຊ",21.346014,102.349329,2025-06-16T22:08:32.419116634Z,0.0,100.0,0.0,10.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,10.9,CELSIUS,10.9,CELSIUS,10.9,CELSIUS,10.9,CELSIUS,10.9,CELSIUS,38.0,RAIN,0.0,MILLIMETERS,1.8974,MILLIMETERS,1009.28,215.0,SOUTHWEST,5.0,KILOMETERS_PER_HOUR,10.0,KILOMETERS_PER_HOUR,5.0,KILOMETERS,-1.5,CELSIUS,17.1,CELSIUS,10.8,CELSIUS,0.0,MILLIMETERS,12.1949,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1093,90419,"Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ","Long Secondary School - Long, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງລອງ",20.962029,100.82109,2025-06-16T22:08:33.704272373Z,0.0,95.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/cloudy,Cloudy,en,CLOUDY,22.8,CELSIUS,25.2,CELSIUS,21.7,CELSIUS,25.2,CELSIUS,22.8,CELSIUS,20.0,RAIN,0.0,MILLIMETERS,0.1626,MILLIMETERS,1009.05,203.0,SOUTH_SOUTHWEST,6.0,KILOMETERS_PER_HOUR,11.0,KILOMETERS_PER_HOUR,13.0,KILOMETERS,-0.2,CELSIUS,27.3,CELSIUS,22.7,CELSIUS,0.0,MILLIMETERS,7.6227,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1094,90421,"Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ","Sing Secondary School - Sing, LuangNamtha ມັດທະຍົມສົມບູນ ເມືອງສິງ",21.190223,101.144937,2025-06-16T22:08:34.977386024Z,0.0,95.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/cloudy,Cloudy,en,CLOUDY,22.8,CELSIUS,25.2,CELSIUS,21.7,CELSIUS,25.2,CELSIUS,22.8,CELSIUS,20.0,RAIN,0.0,MILLIMETERS,0.1626,MILLIMETERS,1009.05,203.0,SOUTH_SOUTHWEST,6.0,KILOMETERS_PER_HOUR,11.0,KILOMETERS_PER_HOUR,13.0,KILOMETERS,-0.2,CELSIUS,27.3,CELSIUS,22.7,CELSIUS,0.0,MILLIMETERS,7.6227,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1095,90424,"La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ","La Secondary School - La, Oudomxai ມັດທະຍົມສົມບູນ ເມືອງຫລາ",20.870865,102.110246,2025-06-16T22:08:36.261158709Z,0.0,90.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/cloudy,Cloudy,en,CLOUDY,20.5,CELSIUS,23.1,CELSIUS,18.7,CELSIUS,23.1,CELSIUS,20.5,CELSIUS,21.0,RAIN,0.0,MILLIMETERS,0.27940000000000004,MILLIMETERS,1008.74,225.0,SOUTHWEST,2.0,KILOMETERS_PER_HOUR,5.0,KILOMETERS_PER_HOUR,16.0,KILOMETERS,-0.5,CELSIUS,27.1,CELSIUS,20.7,CELSIUS,0.0,MILLIMETERS,8.0114,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
1096,90425,"Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້","Namor Secondary School - Namor, Oudomxay ມັດທະຍົມ ເມືອງນາໝໍ້",20.914061,101.764456,2025-06-16T22:08:37.531525754Z,0.0,95.0,0.0,20.0,100.0,Asia/Vientiane,https://maps.gstatic.com/weather/v1/drizzle,Light rain,en,LIGHT_RAIN,21.5,CELSIUS,23.9,CELSIUS,20.5,CELSIUS,23.9,CELSIUS,21.5,CELSIUS,40.0,RAIN,0.0,MILLIMETERS,0.34290000000000004,MILLIMETERS,1008.97,203.0,SOUTH_SOUTHWEST,6.0,KILOMETERS_PER_HOUR,13.0,KILOMETERS_PER_HOUR,11.0,KILOMETERS,0.30000000000000004,CELSIUS,27.8,CELSIUS,21.2,CELSIUS,0.0,MILLIMETERS,5.649,MILLIMETERS,,,,2025-06-17 05:08:21.906000+07:00,0508
